OrderID,CustomerID,OrderDate,Quantity,ItemPrice,TotalAmount,OrderMonth,CohortMonth
ORD-50144,CUST-1850,2025-09-01 21:19:00,5,144.39,721.95,2025-09,2025-01
ORD-50145,CUST-1953,2025-07-03 05:56:00,5,65.25,326.25,2025-07,2025-03
ORD-50146,CUST-1461,2025-09-23 04:05:00,5,84.46,422.3,2025-09,2025-01
ORD-50147,CUST-1046,2025-06-11 22:46:00,5,92.77,463.85,2025-06,2025-01
ORD-50148,CUST-1643,2025-02-19 17:39:00,3,112.82,338.46,2025-02,2025-02
ORD-50149,CUST-1558,2025-05-08 04:20:00,1,119.83,119.83,2025-05,2025-05
ORD-50150,CUST-1508,2025-11-10 14:31:00,5,94.68,473.4,2025-11,2025-04
ORD-50151,CUST-1997,2025-03-29 15:08:00,5,34.29,171.45,2025-03,2025-02
ORD-50152,CUST-1797,2025-03-05 16:18:00,3,46.95,140.85,2025-03,2025-02
ORD-50153,CUST-1470,2025-06-05 04:49:00,5,79.9,399.5,2025-06,2025-01
ORD-50154,CUST-1149,2025-06-25 23:43:00,4,95.02,380.08,2025-06,2025-03
ORD-50155,CUST-1378,2025-02-11 16:38:00,4,122.27,489.08,2025-02,2025-02
ORD-50156,CUST-1021,2025-12-09 23:35:00,1,50.19,50.19,2025-12,2025-05
ORD-50157,CUST-1465,2025-07-23 10:43:00,2,37.46,74.92,2025-07,2025-01
ORD-50158,CUST-1535,2025-08-08 16:42:00,3,118.26,354.78,2025-08,2025-01
ORD-50159,CUST-1235,2025-12-14 14:43:00,1,21.53,21.53,2025-12,2025-02
ORD-50161,CUST-1383,2025-03-17 03:55:00,2,28.91,57.82,2025-03,2025-01
ORD-50162,CUST-1094,2025-10-03 18:51:00,1,100.4,100.4,2025-10,2025-01
ORD-50163,CUST-1356,2025-01-25 23:32:00,1,38.01,38.01,2025-01,2025-01
ORD-50165,CUST-1788,2025-12-08 13:12:00,1,105.84,105.84,2025-12,2025-01
ORD-50166,CUST-1539,2025-08-31 03:59:00,5,148.38,741.9,2025-08,2025-01
ORD-50167,CUST-1971,2025-01-07 12:26:00,3,55.29,165.87,2025-01,2025-01
ORD-50168,CUST-1005,2025-03-01 14:53:00,5,56.28,281.4,2025-03,2025-03
ORD-50169,CUST-1305,2025-07-04 03:40:00,3,65.45,196.35,2025-07,2025-01
ORD-50171,CUST-1217,2025-06-09 05:10:00,3,122.6,367.8,2025-06,2025-01
ORD-50173,CUST-1082,2025-04-28 01:12:00,1,84.76,84.76,2025-04,2025-02
ORD-50174,CUST-1589,2025-03-03 11:53:00,4,97.81,391.24,2025-03,2025-02
ORD-50175,CUST-1358,2025-08-12 21:47:00,3,110.96,332.88,2025-08,2025-01
ORD-50176,CUST-1643,2025-06-25 14:22:00,1,23.63,23.63,2025-06,2025-02
ORD-50177,CUST-1696,2025-04-18 06:00:00,4,132.0,528.0,2025-04,2025-02
ORD-50178,CUST-1895,2025-01-30 22:35:00,4,52.76,211.04,2025-01,2025-01
ORD-50179,CUST-1654,2025-11-25 10:49:00,2,39.3,78.6,2025-11,2025-01
ORD-50180,CUST-1383,2025-09-15 03:55:00,5,78.74,393.7,2025-09,2025-01
ORD-50181,CUST-1561,2025-03-07 07:56:00,2,81.64,163.28,2025-03,2025-02
ORD-50182,CUST-1855,2025-04-16 11:51:00,3,40.17,120.51,2025-04,2025-03
ORD-50183,CUST-1052,2025-05-17 09:21:00,2,50.54,101.08,2025-05,2025-03
ORD-50184,CUST-1253,2025-03-29 12:08:00,4,44.16,176.64,2025-03,2025-03
ORD-50185,CUST-1397,2025-08-20 23:38:00,4,89.83,359.32,2025-08,2025-03
ORD-50186,CUST-1943,2025-09-26 06:42:00,4,12.85,51.4,2025-09,2025-05
ORD-50187,CUST-1945,2025-02-07 07:02:00,5,109.24,546.2,2025-02,2025-02
ORD-50188,CUST-1280,2025-04-25 15:39:00,1,138.94,138.94,2025-04,2025-04
ORD-50189,CUST-1404,2025-09-12 06:05:00,3,138.98,416.94,2025-09,2025-02
ORD-50190,CUST-1960,2025-09-20 19:54:00,1,41.42,41.42,2025-09,2025-02
ORD-50191,CUST-1692,2025-08-17 23:15:00,3,127.6,382.8,2025-08,2025-08
ORD-50192,CUST-1828,2025-12-25 02:59:00,4,45.15,180.6,2025-12,2025-04
ORD-50193,CUST-1815,2025-05-01 20:15:00,5,127.33,636.65,2025-05,2025-02
ORD-50194,CUST-1370,2025-03-21 12:29:00,1,129.25,129.25,2025-03,2025-01
ORD-50195,CUST-1285,2025-01-26 19:36:00,2,13.08,26.16,2025-01,2025-01
ORD-50196,CUST-1828,2025-05-22 23:42:00,1,20.6,20.6,2025-05,2025-04
ORD-50198,CUST-1395,2025-08-10 00:56:00,5,125.89,629.45,2025-08,2025-01
ORD-50199,CUST-1040,2025-02-01 02:50:00,2,8.8,17.6,2025-02,2025-02
ORD-50200,CUST-1219,2025-11-05 17:49:00,4,59.37,237.48,2025-11,2025-01
ORD-50201,CUST-1813,2025-12-06 05:14:00,5,57.39,286.95,2025-12,2025-01
ORD-50202,CUST-1609,2025-10-02 18:17:00,5,117.08,585.4,2025-10,2025-04
ORD-50203,CUST-1920,2025-02-03 08:22:00,1,67.35,67.35,2025-02,2025-02
ORD-50204,CUST-1804,2025-07-18 11:59:00,3,61.7,185.1,2025-07,2025-05
ORD-50205,CUST-1678,2025-07-03 00:21:00,3,11.9,35.7,2025-07,2025-04
ORD-50206,CUST-1649,2025-08-05 02:46:00,3,59.92,179.76,2025-08,2025-06
ORD-50208,CUST-1564,2025-10-13 15:19:00,1,124.09,124.09,2025-10,2025-03
ORD-50209,CUST-1067,2025-12-13 22:10:00,4,132.28,529.12,2025-12,2025-01
ORD-50210,CUST-1811,2025-08-02 13:05:00,5,36.85,184.25,2025-08,2025-02
ORD-50211,CUST-1129,2025-09-26 00:02:00,5,59.5,297.5,2025-09,2025-02
ORD-50212,CUST-1079,2025-10-06 10:55:00,3,68.38,205.14,2025-10,2025-01
ORD-50213,CUST-1580,2025-12-19 08:46:00,4,37.34,149.36,2025-12,2025-04
ORD-50214,CUST-1708,2025-09-15 09:45:00,1,7.06,7.06,2025-09,2025-02
ORD-50215,CUST-1484,2025-01-08 03:28:00,1,75.38,75.38,2025-01,2025-01
ORD-50217,CUST-1658,2025-10-30 03:27:00,2,81.7,163.4,2025-10,2025-01
ORD-50218,CUST-1819,2025-05-11 18:52:00,3,107.31,321.93,2025-05,2025-03
ORD-50219,CUST-1270,2025-11-10 17:45:00,1,28.13,28.13,2025-11,2025-02
ORD-50220,CUST-1412,2025-07-29 04:40:00,2,113.17,226.34,2025-07,2025-03
ORD-50221,CUST-1913,2025-03-01 05:26:00,2,31.46,62.92,2025-03,2025-02
ORD-50222,CUST-1087,2025-12-28 23:46:00,2,103.98,207.96,2025-12,2025-01
ORD-50223,CUST-1558,2025-09-20 18:12:00,4,125.41,501.64,2025-09,2025-05
ORD-50224,CUST-1052,2025-12-15 10:57:00,4,79.96,319.84,2025-12,2025-03
ORD-50225,CUST-1144,2025-12-01 09:33:00,3,92.16,276.48,2025-12,2025-01
ORD-50226,CUST-1966,2025-06-06 22:40:00,1,68.02,68.02,2025-06,2025-05
ORD-50227,CUST-1455,2025-01-09 12:33:00,3,31.47,94.41,2025-01,2025-01
ORD-50228,CUST-1596,2025-07-01 02:18:00,5,105.41,527.05,2025-07,2025-01
ORD-50229,CUST-1010,2025-12-10 12:24:00,4,104.8,419.2,2025-12,2025-01
ORD-50231,CUST-1874,2025-01-16 23:35:00,4,14.26,57.04,2025-01,2025-01
ORD-50232,CUST-1096,2025-02-13 08:02:00,4,60.06,240.24,2025-02,2025-02
ORD-50233,CUST-1122,2025-09-10 04:47:00,5,97.47,487.35,2025-09,2025-01
ORD-50234,CUST-1235,2025-11-22 20:32:00,3,111.4,334.2,2025-11,2025-02
ORD-50235,CUST-1487,2025-01-25 19:18:00,2,45.81,91.62,2025-01,2025-01
ORD-50236,CUST-1697,2025-04-06 11:38:00,1,73.54,73.54,2025-04,2025-04
ORD-50238,CUST-1470,2025-01-23 19:33:00,3,6.15,18.45,2025-01,2025-01
ORD-50239,CUST-1469,2025-07-31 03:47:00,3,103.88,311.64,2025-07,2025-04
ORD-50240,CUST-1026,2025-02-10 02:19:00,2,110.31,220.62,2025-02,2025-02
ORD-50242,CUST-1578,2025-05-22 23:51:00,1,17.31,17.31,2025-05,2025-01
ORD-50243,CUST-1232,2025-11-21 20:16:00,4,60.65,242.6,2025-11,2025-02
ORD-50244,CUST-1566,2025-11-02 08:14:00,4,31.55,126.2,2025-11,2025-01
ORD-50245,CUST-1657,2025-11-29 02:52:00,3,29.22,87.66,2025-11,2025-02
ORD-50246,CUST-1705,2025-11-22 01:36:00,2,119.98,239.96,2025-11,2025-04
ORD-50248,CUST-1985,2025-07-23 21:36:00,1,120.33,120.33,2025-07,2025-01
ORD-50249,CUST-1770,2025-01-29 12:27:00,5,28.36,141.8,2025-01,2025-01
ORD-50250,CUST-1592,2025-05-20 08:29:00,1,48.79,48.79,2025-05,2025-02
ORD-50252,CUST-1834,2025-06-03 06:25:00,3,92.46,277.38,2025-06,2025-04
ORD-50253,CUST-1088,2025-04-02 23:41:00,3,112.53,337.59,2025-04,2025-01
ORD-50254,CUST-1591,2025-11-10 14:42:00,4,55.11,220.44,2025-11,2025-03
ORD-50255,CUST-1505,2025-09-09 04:17:00,1,112.08,112.08,2025-09,2025-02
ORD-50256,CUST-1861,2025-08-21 12:31:00,5,65.64,328.2,2025-08,2025-01
ORD-50257,CUST-1518,2025-10-11 18:21:00,5,78.39,391.95,2025-10,2025-01
ORD-50258,CUST-1348,2025-06-27 19:52:00,5,99.93,499.65,2025-06,2025-03
ORD-50259,CUST-1554,2025-08-11 13:50:00,5,15.19,75.95,2025-08,2025-07
ORD-50260,CUST-1022,2025-04-19 10:51:00,3,95.31,285.93,2025-04,2025-01
ORD-50261,CUST-1377,2025-01-19 13:32:00,5,72.33,361.65,2025-01,2025-01
ORD-50262,CUST-1244,2025-10-10 10:21:00,2,10.76,21.52,2025-10,2025-05
ORD-50263,CUST-1880,2025-01-18 20:28:00,3,28.41,85.23,2025-01,2025-01
ORD-50264,CUST-1916,2025-06-11 07:26:00,2,129.56,259.12,2025-06,2025-02
ORD-50265,CUST-1921,2025-10-25 11:45:00,5,93.4,467.0,2025-10,2025-02
ORD-50266,CUST-1895,2025-05-14 14:34:00,1,54.0,54.0,2025-05,2025-01
ORD-50267,CUST-1097,2025-05-23 03:09:00,1,54.16,54.16,2025-05,2025-04
ORD-50268,CUST-1110,2025-01-01 18:08:00,1,102.53,102.53,2025-01,2025-01
ORD-50269,CUST-1950,2025-09-06 11:18:00,5,144.49,722.45,2025-09,2025-02
ORD-50270,CUST-1071,2025-08-24 04:52:00,1,26.61,26.61,2025-08,2025-01
ORD-50271,CUST-1507,2025-07-25 05:08:00,1,10.23,10.23,2025-07,2025-01
ORD-50273,CUST-1208,2025-05-07 17:26:00,2,59.96,119.92,2025-05,2025-02
ORD-50274,CUST-1733,2025-09-26 13:48:00,5,64.08,320.4,2025-09,2025-03
ORD-50275,CUST-1192,2025-10-09 07:30:00,3,150.0,450.0,2025-10,2025-01
ORD-50276,CUST-1876,2025-06-29 21:18:00,4,126.65,506.6,2025-06,2025-01
ORD-50277,CUST-1575,2025-07-04 20:26:00,2,18.07,36.14,2025-07,2025-02
ORD-50278,CUST-1488,2025-06-02 09:09:00,3,105.66,316.98,2025-06,2025-01
ORD-50279,CUST-1359,2025-06-08 22:01:00,1,94.97,94.97,2025-06,2025-03
ORD-50280,CUST-1208,2025-03-29 11:05:00,2,75.5,151.0,2025-03,2025-02
ORD-50281,CUST-1422,2025-11-08 09:25:00,5,32.43,162.15,2025-11,2025-05
ORD-50282,CUST-1813,2025-10-29 05:14:00,2,134.54,269.08,2025-10,2025-01
ORD-50283,CUST-1359,2025-06-21 20:36:00,2,65.91,131.82,2025-06,2025-03
ORD-50284,CUST-1615,2025-07-11 11:52:00,1,58.37,58.37,2025-07,2025-03
ORD-50285,CUST-1884,2025-04-06 07:03:00,4,98.7,394.8,2025-04,2025-04
ORD-50286,CUST-1163,2025-01-26 22:01:00,4,58.44,233.76,2025-01,2025-01
ORD-50287,CUST-1537,2025-03-03 13:42:00,1,41.38,41.38,2025-03,2025-03
ORD-50288,CUST-1223,2025-04-24 23:01:00,4,132.77,531.08,2025-04,2025-04
ORD-50289,CUST-1075,2025-02-25 23:05:00,4,134.06,536.24,2025-02,2025-01
ORD-50290,CUST-1456,2025-05-10 18:16:00,2,45.38,90.76,2025-05,2025-02
ORD-50292,CUST-1844,2025-12-17 21:07:00,3,145.09,435.27,2025-12,2025-01
ORD-50293,CUST-1207,2025-04-07 21:11:00,4,52.58,210.32,2025-04,2025-03
ORD-50294,CUST-1369,2025-08-02 10:06:00,3,12.21,36.63,2025-08,2025-03
ORD-50295,CUST-1891,2025-12-25 01:11:00,3,37.98,113.94,2025-12,2025-12
ORD-50296,CUST-1818,2025-01-02 01:54:00,3,44.18,132.54,2025-01,2025-01
ORD-50297,CUST-1751,2025-08-25 23:33:00,5,86.85,434.25,2025-08,2025-01
ORD-50298,CUST-1662,2025-08-14 23:30:00,4,113.31,453.24,2025-08,2025-01
ORD-50299,CUST-1101,2025-01-02 16:18:00,4,113.37,453.48,2025-01,2025-01
ORD-50300,CUST-1571,2025-03-14 03:09:00,2,22.15,44.3,2025-03,2025-03
ORD-50301,CUST-1834,2025-11-22 17:54:00,3,130.86,392.58,2025-11,2025-04
ORD-50302,CUST-1358,2025-07-09 01:46:00,4,45.45,181.8,2025-07,2025-01
ORD-50303,CUST-1490,2025-11-26 21:17:00,4,123.1,492.4,2025-11,2025-07
ORD-50304,CUST-1634,2025-04-01 02:35:00,3,95.41,286.23,2025-04,2025-01
ORD-50305,CUST-1001,2025-12-19 10:10:00,3,94.28,282.84,2025-12,2025-05
ORD-50306,CUST-1546,2025-12-16 21:59:00,4,15.84,63.36,2025-12,2025-01
ORD-50307,CUST-1549,2025-07-19 10:30:00,1,70.04,70.04,2025-07,2025-02
ORD-50308,CUST-1441,2025-05-28 12:26:00,4,80.24,320.96,2025-05,2025-05
ORD-50310,CUST-1810,2025-09-02 13:20:00,5,77.56,387.8,2025-09,2025-01
ORD-50311,CUST-1115,2025-02-14 08:51:00,5,99.9,499.5,2025-02,2025-02
ORD-50312,CUST-1869,2025-02-16 02:10:00,4,148.02,592.08,2025-02,2025-02
ORD-50313,CUST-1684,2025-11-26 19:06:00,2,22.53,45.06,2025-11,2025-05
ORD-50314,CUST-1242,2025-05-11 01:30:00,1,46.88,46.88,2025-05,2025-01
ORD-50315,CUST-1108,2025-08-16 05:51:00,1,45.05,45.05,2025-08,2025-01
ORD-50316,CUST-1177,2025-12-28 01:21:00,2,71.52,143.04,2025-12,2025-08
ORD-50317,CUST-1671,2025-07-26 06:10:00,2,75.43,150.86,2025-07,2025-06
ORD-50318,CUST-1079,2025-10-25 03:12:00,5,144.81,724.05,2025-10,2025-01
ORD-50319,CUST-1085,2025-05-31 01:13:00,1,119.6,119.6,2025-05,2025-05
ORD-50320,CUST-1515,2025-09-16 00:03:00,1,121.96,121.96,2025-09,2025-03
ORD-50321,CUST-1311,2025-09-02 18:13:00,5,34.51,172.55,2025-09,2025-03
